# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_11
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
84.4457   149.781
25.9804   30.3491
2.03914   38.6175
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_431
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_431
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.26535   326.768
2.22471   314.269
4.25801   290.186
5.88383   272.985
7.31869   259.14
8.64052   247.387
9.88829   237.097
11.0851   227.901
12.2455   219.562
13.3804   211.917
14.497   204.85
15.6015   198.272
16.6983   192.114
17.7912   186.322
18.8835   180.855
19.9777   175.676
21.0763   170.754
22.1812   166.066
23.2942   161.591
24.4171   157.309
25.5514   153.207
26.6983   149.269
27.8595   145.483
29.036   141.84
30.229   138.329
31.4398   134.942
32.6695   131.672
33.9191   128.512
35.1897   125.454
35.7945   122.495
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.27325   439.413
3.00258   417.447
5.53124   388.463
7.62639   366.871
9.5032   349.173
11.2471   333.982
12.9028   320.579
14.4972   308.533
16.0483   297.56
17.5688   287.463
19.0682   278.098
20.5537   269.358
22.031   261.154
23.5052   253.423
24.9801   246.11
26.4591   239.168
27.9454   232.561
29.4414   226.258
30.9496   220.231
32.4723   214.459
34.0114   208.919
35.5687   203.595
37.1462   198.471
38.7454   193.534
40.3681   188.772
42.0157   184.173
43.6898   179.728
45.3918   175.428
47.1232   171.266
48.5446   167.233
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.902086   523.735
3.1968   494.828
6.12844   461.616
8.5811   436.607
10.7892   415.989
12.8474   398.226
14.8062   382.508
16.6961   368.348
18.5374   355.426
20.3447   343.515
22.129   332.452
23.8983   322.111
25.6597   312.396
27.4186   303.23
29.1797   294.549
30.9469   286.302
32.724   278.446
34.5139   270.945
36.3195   263.767
38.1434   256.886
39.988   250.278
41.8556   243.924
43.7482   237.804
45.6679   231.905
47.6166   226.209
49.5962   220.707
51.6087   215.386
53.6557   210.236
55.7391   205.246
57.3209   200.41
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.743723   1211.45
9.31117   1097.14
16.1646   1017.29
21.7889   958.3
26.7929   910.272
31.4185   869.275
35.7922   833.271
39.9899   801.039
44.062   771.783
48.044   744.95
51.962   720.136
55.8361   697.036
59.6825   675.415
63.5142   655.085
67.3421   635.897
71.1755   617.723
75.0226   600.463
78.8904   584.027
82.7853   568.342
86.7132   553.344
90.6793   538.978
94.6887   525.194
98.7461   511.95
102.855   499.21
107.02   486.939
111.246   475.106
115.537   463.685
119.895   452.654
124.325   441.987
128.528   431.668
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.47084   1369.46
9.88412   1245.52
17.569   1156.38
23.9087   1090.12
29.5636   1035.99
34.7992   989.68
39.755   948.942
44.5155   912.423
49.1362   879.242
53.6569   848.779
58.1069   820.585
62.5087   794.32
66.8803   769.721
71.2364   746.577
75.5893   724.719
79.9495   704.009
84.3261   684.328
88.7272   665.581
93.1599   647.683
97.6311   630.561
102.146   614.154
106.712   598.407
111.332   583.273
116.013   568.709
120.758   554.676
125.573   541.143
130.462   528.077
135.429   515.452
140.479   503.243
145.615   491.427
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.538515   1614.28
10.9319   1481.2
19.8211   1379.45
27.2524   1302.62
33.9236   1239.34
40.1243   1184.93
46.0092   1136.88
51.6733   1093.7
57.1797   1054.35
62.5734   1018.18
67.8882   984.631
73.1501   953.336
78.3799   923.986
83.5946   896.342
88.8085   870.205
94.0341   845.415
99.2817   821.837
104.562   799.358
109.882   777.88
115.25   757.319
120.674   737.602
126.159   718.666
131.714   700.456
137.341   682.921
143.049   666.018
148.843   649.706
154.728   633.95
160.708   618.718
166.79   603.983
172.913   589.715
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.403246   2582.58
18.0004   2356.72
32.3157   2191.84
44.2506   2067.56
54.9354   1965.5
64.8454   1877.95
74.2351   1800.8
83.2602   1731.58
92.0244   1668.62
100.601   1610.79
109.046   1557.25
117.401   1507.36
125.699   1460.62
133.97   1416.63
142.234   1375.09
150.514   1335.72
158.827   1298.31
167.185   1262.66
175.605   1228.63
184.099   1196.08
192.678   1164.89
201.352   1134.94
210.132   1106.18
219.028   1078.48
228.047   1051.81
237.2   1026.07
246.494   1001.24
255.939   977.241
265.54   954.033
274.462   931.574
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.349956   2748.58
18.3523   2520.74
33.5139   2346.8
46.2119   2214.96
57.6033   2106.4
68.1819   2013.1
78.2135   1930.79
87.8615   1856.86
97.2352   1789.57
106.412   1727.73
115.45   1670.43
124.394   1617.01
133.281   1566.93
142.138   1519.8
150.992   1475.26
159.863   1433.04
168.77   1392.91
177.73   1354.66
186.755   1318.13
195.86   1283.19
205.058   1249.68
214.36   1217.52
223.776   1186.61
233.316   1156.85
242.992   1128.18
252.811   1100.51
262.783   1073.81
272.917   1048
283.222   1023.04
293.489   998.881
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.22405   2889.88
18.6122   2670.68
34.5338   2488.78
47.9278   2350.17
59.968   2235.72
71.1628   2137.21
81.7877   2050.2
92.0128   1971.96
101.952   1900.72
111.687   1835.19
121.277   1774.44
130.771   1717.77
140.206   1664.64
149.613   1614.61
159.018   1567.32
168.443   1522.46
177.908   1479.82
187.43   1439.16
197.024   1400.33
206.705   1363.16
216.485   1327.54
226.378   1293.32
236.393   1260.42
246.544   1228.76
256.838   1198.23
267.286   1168.79
277.899   1140.35
288.687   1112.87
299.656   1086.28
310.122   1060.55
+KVIDCutLine
OK:Bragg_line
right
9
2.8972e-09   344.351
3.82728e-08   456.238
3.15703e-07   534.813
0.0173416   1219.97
0.0303807   1373.61
0.0668883   1617.85
0.0307279   2585.48
0.043081   2750.56
0.0577188   2900.33
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_433
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_433
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.3175   336.87
2.31706   323.981
4.43488   299.155
6.12823   281.424
7.62264   267.154
8.99932   255.039
10.2989   244.432
11.5452   234.953
12.7539   226.357
13.9357   218.477
15.0986   211.192
16.2488   204.412
17.391   198.064
18.5293   192.095
19.6667   186.459
20.8063   181.12
21.9502   176.046
23.1008   171.214
24.2598   166.601
25.4291   162.188
26.6102   157.959
27.8047   153.9
29.0137   149.997
30.2387   146.242
31.4811   142.623
32.7419   139.131
34.0223   135.76
35.3234   132.502
36.6464   129.351
37.2276   126.301
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.32597   452.995
3.12748   430.348
5.76123   400.471
7.94339   378.214
9.89813   359.971
11.7144   344.312
13.4386   330.497
15.0992   318.08
16.7147   306.77
18.2983   296.362
19.8597   286.709
21.4068   277.698
22.9453   269.243
24.4806   261.274
26.0165   253.734
27.5567   246.579
29.1044   239.769
30.6622   233.272
32.2329   227.06
33.8185   221.109
35.4211   215.398
37.0429   209.91
38.6854   204.629
40.3507   199.541
42.0404   194.631
43.756   189.891
45.4991   185.309
47.2713   180.876
49.0742   176.586
50.5057   172.428
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.939377   539.926
3.32986   510.123
6.38337   475.887
8.93792   450.109
11.2376   428.856
13.3814   410.545
15.4214   394.343
17.3896   379.747
19.3074   366.427
21.1896   354.149
23.0477   342.745
24.8903   332.086
26.7247   322.072
28.5564   312.623
30.3904   303.675
32.2308   295.175
34.0813   287.076
35.9453   279.345
37.8256   271.946
39.7248   264.853
41.6456   258.041
43.5904   251.491
45.5611   245.184
47.5601   239.101
49.5893   233.231
51.6506   227.559
53.7461   222.073
55.8776   216.764
58.0468   211.621
59.6451   206.637
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.77437   1248.88
9.6985   1131.03
16.8366   1048.72
22.6944   987.92
27.906   938.414
32.7236   896.157
37.2786   859.044
41.6504   825.821
45.8912   795.665
50.0382   768.007
54.1185   742.429
58.1531   718.619
62.1588   696.331
66.149   675.376
70.1353   655.597
74.1274   636.864
78.1335   619.073
82.1613   602.13
86.2173   585.963
90.3074   570.504
94.4375   555.695
98.6128   541.486
102.837   527.835
107.116   514.702
111.454   502.052
115.854   489.855
120.321   478.083
124.86   466.71
129.472   455.716
133.745   445.078
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.49015   1411.77
10.2955   1283.99
18.2996   1192.12
24.9025   1123.81
30.7921   1068.02
36.245   1020.29
41.4063   978.294
46.364   940.652
51.1763   906.45
55.8844   875.048
60.5188   845.988
65.1029   818.914
69.6555   793.557
74.1919   769.702
78.7249   747.171
83.2655   725.822
87.8232   705.537
92.4062   686.212
97.0222   667.763
101.678   650.114
106.38   633.201
111.134   616.97
115.945   601.37
120.819   586.357
125.761   571.892
130.774   557.941
135.864   544.473
141.036   531.459
146.295   518.874
151.637   506.693
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.560721   1664.17
11.3872   1526.97
20.6458   1422.08
28.3857   1342.89
35.3338   1277.66
41.7918   1221.57
47.9208   1172.05
53.8198   1127.53
59.5543   1086.99
65.1717   1049.69
70.7067   1015.12
76.1864   982.853
81.6328   952.6
87.0634   924.104
92.4932   897.164
97.935   871.61
103.4   847.306
108.898   824.135
114.438   801.995
120.028   780.801
125.676   760.477
131.388   740.958
137.171   722.187
143.032   704.113
148.975   686.688
155.008   669.873
161.135   653.632
167.363   637.932
173.695   622.741
180.033   608.034
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.419804   2662.38
18.75   2429.53
33.6601   2259.57
46.0905   2131.47
57.2187   2026.27
67.5398   1936.02
77.319   1856.5
86.7182   1785.14
95.8456   1720.25
104.778   1660.64
113.572   1605.45
122.273   1554.02
130.915   1505.85
139.528   1460.52
148.135   1417.69
156.757   1377.11
165.413   1338.55
174.118   1301.8
182.886   1266.72
191.73   1233.17
200.664   1201.02
209.696   1170.15
218.839   1140.5
228.102   1111.96
237.493   1084.45
247.024   1057.93
256.701   1032.33
266.535   1007.59
276.533   983.667
285.634   960.517
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.364285   2833.5
19.1168   2598.62
34.9083   2419.32
48.1336   2283.43
59.9978   2171.52
71.0152   2075.36
81.4629   1990.52
91.5109   1914.31
101.273   1844.95
110.83   1781.2
120.243   1722.14
129.558   1667.08
138.812   1615.46
148.035   1566.88
157.256   1520.97
166.495   1477.44
175.769   1436.07
185.099   1396.65
194.498   1359
203.979   1322.97
213.557   1288.44
223.243   1255.29
233.048   1223.42
242.983   1192.75
253.057   1163.2
263.281   1134.68
273.665   1107.15
284.216   1080.54
294.947   1054.82
305.526   1029.91
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.27471   2979.19
19.3739   2753.36
35.9489   2565.94
49.892   2423.1
62.4254   2305.17
74.0785   2203.65
85.138   2113.99
95.7808   2033.37
106.126   1959.94
116.258   1892.41
126.239   1829.81
136.119   1771.42
145.938   1716.67
155.727   1665.1
165.514   1616.35
175.321   1570.13
185.17   1526.19
195.077   1484.28
205.06   1444.27
215.132   1405.96
225.307   1369.24
235.599   1333.97
246.019   1300.07
256.577   1267.43
267.285   1235.97
278.154   1205.62
289.194   1176.32
300.414   1147.98
311.823   1120.58
323.337   1094.05
+KVIDCutLine
OK:Bragg_line
right
9
1.16285e-09   354.986
3.79587e-08   470.335
3.26911e-07   551.343
0.0180446   1257.65
0.0316124   1416.04
0.0696001   1667.83
0.0319678   2665.35
0.0448194   2835.55
0.0600479   2989.96
+KVIDCutContour
OK:punchthrough
1
14
3.36366   18.1695
3.36366   78.7959
15.5845   157.312
29.5336   209.987
53.8519   281.546
39.6559   344.161
46.4453   424.665
70.1464   536.972
96.4397   595.611
113.598   585.672
126.066   547.905
103.97   114.575
45.3343   21.1512
3.36366   18.1695
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_434
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_434
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.28422   50.7614
2.22858   48.8391
4.25989   45.0804
5.88681   42.3934
7.32399   40.2302
8.64895   38.3937
9.90052   36.7855
11.1015   35.3485
12.2671   34.0454
13.4073   32.8511
14.5298   31.7469
15.6408   30.7191
16.7446   29.757
17.8451   28.8526
18.9456   27.9986
20.0485   27.1895
21.1564   26.4209
22.2711   25.6889
23.3947   24.9902
24.5287   24.3217
25.6749   23.6813
26.8344   23.0665
28.0088   22.4757
29.1993   21.907
30.4072   21.3592
31.6336   20.8309
32.8796   20.3207
34.1466   19.8278
35.4354   19.3511
36.7473   18.8896
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.28192   68.2648
3.01739   64.8223
5.55676   60.2812
7.66393   56.8978
9.55357   54.1244
11.311   51.7442
12.9811   49.6443
14.5907   47.7572
16.158   46.0385
17.6955   44.4575
19.2129   42.9912
20.7175   41.6223
22.2149   40.3383
23.7103   39.1283
25.2076   37.9837
26.7102   36.8973
28.2213   35.8639
29.7435   34.8778
31.2794   33.9353
32.8309   33.0324
34.4005   32.1664
35.99   31.3342
37.601   30.5335
39.2355   29.7619
40.8952   29.018
42.5817   28.2997
44.2965   27.6056
46.0413   26.9341
47.8174   26.2844
48.3862   25.655
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.910623   81.3442
3.20064   76.8395
6.13864   71.6455
8.60018   67.7327
10.8185   64.5067
12.8883   61.7271
14.8595   59.2681
16.7629   57.0528
18.6188   55.031
20.4417   53.1678
22.2426   51.4373
24.0299   49.82
25.8102   48.3006
27.5893   46.8672
29.3718   45.5099
31.162   44.2205
32.9631   42.9925
34.7785   41.82
36.6112   40.6983
38.4635   39.6231
40.3382   38.5905
42.2374   37.5978
44.1635   36.6419
46.1183   35.7203
48.104   34.831
50.1226   33.972
52.1759   33.1413
54.2659   32.3374
56.3943   31.5587
58.3252   30.8042
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.755189   188.384
9.34115   170.479
16.2258   157.956
21.8828   148.706
26.9204   141.175
31.5811   134.748
35.9914   129.105
40.2277   124.054
44.3403   119.47
48.3648   115.266
52.3275   111.379
56.2489   107.762
60.1449   104.376
64.0288   101.193
67.9118   98.1898
71.803   95.3458
75.7109   92.6452
79.6426   90.0739
83.6046   87.6205
87.603   85.2751
91.6431   83.0289
95.7301   80.8741
99.8685   78.8044
104.063   76.8136
108.318   74.8964
112.638   73.0482
117.027   71.2649
121.487   69.5426
126.025   67.8777
128.935   66.2673
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.482346   212.916
9.9215   193.497
17.645   179.515
24.0249   169.123
29.7214   160.635
35.0003   153.373
40.0012   146.986
44.8089   141.261
49.4794   136.061
54.0525   131.287
58.5574   126.87
63.017   122.756
67.4494   118.903
71.8696   115.279
76.2899   111.857
80.7208   108.615
85.1718   105.535
89.6511   102.601
94.1659   99.8011
98.7231   97.1231
103.329   94.5572
107.989   92.0952
112.708   89.7295
117.494   87.4531
122.348   85.2605
127.278   83.1462
132.286   81.1055
137.379   79.1343
142.56   77.2282
145.947   75.3841
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.546282   250.895
10.9455   230.1
19.871   214.159
27.3418   202.115
34.055   192.202
40.3002   183.674
46.2324   176.147
51.9464   169.381
57.5055   163.219
62.9552   157.554
68.3291   152.301
73.6534   147.401
78.9492   142.806
84.2335   138.479
89.521   134.389
94.8241   130.51
100.154   126.821
105.519   123.304
110.93   119.945
116.393   116.729
121.917   113.646
127.507   110.686
133.172   107.84
138.916   105.1
144.745   102.459
150.667   99.9106
156.684   97.4499
162.806   95.0716
169.033   92.7711
174.909   90.5444
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.412251   401.474
17.9996   366.219
32.3647   340.39
44.356   320.916
55.1012   304.925
65.0755   291.209
74.5335   279.122
83.6308   268.28
92.4717   258.421
101.13   249.364
109.661   240.982
118.106   233.171
126.501   225.855
134.872   218.972
143.244   212.469
151.636   206.31
160.068   200.457
168.552   194.882
177.104   189.561
185.736   184.471
194.461   179.594
203.288   174.913
212.23   170.416
221.294   166.09
230.491   161.922
239.83   157.904
249.32   154.025
258.968   150.278
268.785   146.655
278.428   143.15
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.359697   427.209
18.3511   391.661
33.5664   364.416
46.3263   343.759
57.7842   326.749
68.4336   312.133
78.5405   299.238
88.2683   287.658
97.7264   277.118
106.993   267.434
116.125   258.462
125.17   250.098
134.162   242.26
143.132   234.882
152.105   227.913
161.1   221.306
170.138   215.025
179.236   209.043
188.407   203.33
197.666   197.864
207.025   192.628
216.496   187.599
226.091   182.768
235.818   178.118
245.69   173.638
255.714   169.318
265.902   165.147
276.262   161.117
286.804   157.219
297.279   153.449
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.2328   449.108
18.5982   414.933
34.5695   386.458
48.0235   364.748
60.1298   346.821
71.3957   331.393
82.0969   317.765
92.4031   305.514
102.429   294.357
112.255   284.095
121.943   274.586
131.54   265.715
141.084   257.399
150.606   249.57
160.134   242.168
169.688   235.151
179.288   228.48
188.954   222.122
198.699   216.048
208.539   210.236
218.487   204.666
228.556   199.319
238.756   194.176
249.101   189.227
259.599   184.459
270.262   179.859
281.1   175.418
292.122   171.127
303.339   166.977
314.399   162.961
+KVIDCutLine
OK:Bragg_line
right
9
1.61222e-09   53.5502
4.5009e-08   70.91
3.70348e-07   83.0876
0.0181657   189.731
0.0318231   213.578
0.070053   251.453
0.0324657   401.93
0.0455152   427.523
0.0609758   450.733
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_441
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_441
+KVIDZALine
ID:Z=1 A=1
1	1
30
1.24763   324.625
2.19312   312.21
4.19745   288.282
5.80016   271.193
7.21463   257.438
8.5177   245.761
9.74778   235.538
10.9276   226.4
12.0716   218.116
13.1904   210.521
14.2913   203.499
15.38   196.963
16.4614   190.845
17.5389   185.091
18.6157   179.659
19.6946   174.513
20.7776   169.624
21.8669   164.966
22.9643   160.52
24.0713   156.266
25.1896   152.19
26.3205   148.278
27.4652   144.516
28.6252   140.896
29.8015   137.409
30.9953   134.044
32.2077   130.795
33.4398   127.655
34.6927   124.618
35.323   121.678
+KVIDZALine
ID:Z=1 A=2
1	2
30
1.25527   436.531
2.95975   414.711
5.45241   385.913
7.51777   364.461
9.36792   346.878
11.0871   331.785
12.7192   318.47
14.2911   306.501
15.8202   295.6
17.3192   285.568
18.7973   276.264
20.2618   267.58
21.7183   259.43
23.1716   251.749
24.6257   244.483
26.0839   237.585
27.5491   231.022
29.024   224.76
30.511   218.771
32.0123   213.036
33.5297   207.532
35.0652   202.243
36.6204   197.153
38.1972   192.248
39.797   187.516
41.4215   182.948
43.0721   178.532
44.7503   174.26
46.4575   170.125
47.8921   166.117
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.88938   520.298
3.15113   491.582
6.04102   458.586
8.4588   433.739
10.6355   413.255
12.6645   395.607
14.5956   379.991
16.4586   365.922
18.2739   353.084
20.0556   341.25
21.8145   330.258
23.5588   319.984
25.2953   310.332
27.0293   301.225
28.7655   292.601
30.5079   284.408
32.2599   276.602
34.0246   269.15
35.8047   262.019
37.603   255.183
39.4216   248.618
41.2629   242.305
43.1289   236.225
45.0216   230.363
46.9429   224.705
48.8948   219.238
50.8791   213.952
52.8973   208.835
54.9514   203.879
56.5444   199.074
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.733314   1203.53
9.17835   1089.96
15.9343   1010.62
21.4787   952.013
26.4117   904.296
30.9717   863.563
35.2833   827.791
39.4216   795.767
43.436   766.702
47.3617   740.042
51.2242   715.388
55.0435   692.438
58.8356   670.957
62.6132   650.758
66.387   631.694
70.1664   613.638
73.9592   596.488
77.7724   580.159
81.6126   564.577
85.4852   549.676
89.3955   535.402
93.3484   521.708
97.3487   508.551
101.4   495.892
105.507   483.701
109.673   471.945
113.904   460.599
118.201   449.638
122.57   439.041
126.775   428.788
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.464314   1360.49
9.74303   1237.36
17.3185   1148.8
23.5681   1082.97
29.1428   1029.19
34.3041   983.178
39.1897   942.702
43.8826   906.42
48.4379   873.453
52.8946   843.187
57.2817   815.175
61.6212   789.08
65.9311   764.639
70.2256   741.646
74.517   719.93
78.8157   699.352
83.1306   679.8
87.4697   661.174
91.8399   643.392
96.248   626.381
100.699   610.08
105.201   594.436
109.756   579.4
114.371   564.93
119.05   550.989
123.797   537.542
128.618   524.562
133.515   512.019
138.494   499.889
143.558   488.15
+KVIDZALine
ID:Z=2 A=6
2	6
30
0.530967   1603.71
10.7756   1471.5
19.5384   1370.41
26.864   1294.07
33.4404   1231.2
39.5532   1177.14
45.3546   1129.41
50.9383   1086.49
56.3667   1047.42
61.6841   1011.47
66.9237   978.14
72.1111   947.047
77.267   917.887
82.408   890.421
87.5484   864.454
92.7003   839.825
97.8747   816.399
103.08   794.065
108.325   772.727
113.617   752.299
118.965   732.711
124.373   713.897
129.848   695.805
135.398   678.384
141.025   661.59
146.738   645.384
152.54   629.73
158.437   614.598
164.434   599.958
170.492   585.782
+KVIDZALine
ID:Z=3 A=6
3	6
30
0.397643   2565.68
17.7431   2341.29
31.8547   2177.47
43.6201   2054
54.1531   1952.59
63.9225   1865.61
73.1792   1788.96
82.0763   1720.18
90.7164   1657.63
99.1721   1600.18
107.497   1546.98
115.733   1497.41
123.916   1450.97
132.069   1407.28
140.217   1366
148.38   1326.88
156.574   1289.71
164.816   1254.3
173.117   1220.49
181.492   1188.15
189.949   1157.16
198.502   1127.41
207.159   1098.83
215.929   1071.31
224.823   1044.81
233.846   1019.25
243.01   994.574
252.322   970.73
261.79   947.672
270.708   925.36
+KVIDZALine
ID:Z=3 A=7
3	7
30
0.345123   2730.57
18.0897   2504.23
33.0356   2331.42
45.5532   2200.43
56.7828   2092.57
67.2113   1999.88
77.1007   1918.1
86.6119   1844.64
95.8526   1777.8
104.899   1716.35
113.81   1659.42
122.628   1606.34
131.388   1556.59
140.121   1509.77
148.85   1465.52
157.596   1423.57
166.377   1383.69
175.21   1345.69
184.109   1309.4
193.086   1274.67
202.155   1241.39
211.325   1209.44
220.609   1178.73
230.016   1149.17
239.555   1120.67
249.236   1093.19
259.069   1066.66
269.06   1041.02
279.221   1016.22
289.411   992.218
+KVIDZALine
ID:Z=3 A=8
3	8
30
1.20676   2870.95
18.3458   2653.18
34.0408   2472.47
47.2443   2334.74
59.1134   2221.04
70.1495   2123.16
80.6238   2036.72
90.7039   1958.99
100.502   1888.2
110.099   1823.1
119.554   1762.74
128.914   1706.45
138.216   1653.65
147.49   1603.94
156.762   1556.95
166.054   1512.39
175.385   1470.02
184.773   1429.63
194.233   1391.06
203.777   1354.13
213.42   1318.73
223.173   1284.73
233.048   1252.05
243.055   1220.58
253.205   1190.26
263.507   1161.01
273.971   1132.75
284.607   1105.45
295.423   1079.04
305.845   1053.48
+KVIDCutLine
OK:Bragg_line
right
9
2.4761e-09   342.097
3.57541e-08   453.25
3.12792e-07   531.305
0.0171069   1211.99
0.0299696   1364.62
0.0659829   1607.25
0.030316   2568.54
0.0425036   2732.54
0.056945   2881.32
!
# ASCII file generated by KVIDZAGrid::WriteToAsciiFile
# ID Graph Name : ID_SI1_SI2_442
# This file can be read using KVIDZAGrid::ReadFromAsciiFile
# 
++KVIDZAGrid
<VARX> Q2.FPGAEnergy
<VARY> QL1.Amplitude
<PARAMETER> Runlist=7000-17999
<PARAMETER> ManualWidth=0.300000
<PARAMETER> ManualWidthScaling=0.050000
<PARAMETER> IDTelescopes=ID_SI1_SI2_442
+KVIDZALine
ID:Z=1 A=1
1	1
30
0.54725   328.882
0.960564   316.317
1.83817   292.064
2.54005   274.74
3.15956   260.795
3.73032   248.958
4.26916   238.593
4.78601   229.33
5.2872   220.931
5.77736   213.232
6.25974   206.113
6.73685   199.487
7.21065   193.286
7.68288   187.453
8.15485   181.946
8.62765   176.73
9.10233   171.773
9.57984   167.052
10.0609   162.545
10.5461   158.232
11.0364   154.101
11.5322   150.135
12.0342   146.322
12.5428   142.654
13.0586   139.118
13.5821   135.708
14.1138   132.415
14.6542   129.232
15.2036   126.154
15.5972   123.174
+KVIDZALine
ID:Z=1 A=2
1	2
30
0.550103   442.259
1.29575   420.16
2.38723   390.969
3.29172   369.223
4.10205   351.397
4.85506   336.097
5.56999   322.598
6.25855   310.465
6.92852   299.414
7.58526   289.244
8.23291   279.813
8.87462   271.008
9.51285   262.747
10.1497   254.96
10.787   247.595
11.4261   240.604
12.0683   233.949
12.7148   227.602
13.3667   221.532
14.0247   215.718
14.69   210.139
15.3632   204.777
16.0451   199.618
16.7364   194.646
17.438   189.85
18.1503   185.22
18.8742   180.743
19.6102   176.414
20.359   172.222
21.0875   168.161
+KVIDZALine
ID:Z=1 A=3
1	3
30
0.389875   527.111
1.37933   498.029
2.64469   464.583
3.70349   439.396
4.65679   418.632
5.54555   400.741
6.39138   384.911
7.20753   370.65
8.00273   357.635
8.78337   345.639
9.55404   334.496
10.3184   324.082
11.0793   314.298
11.8392   305.066
12.6001   296.323
13.3637   288.018
14.1316   280.106
14.9051   272.552
15.6854   265.324
16.4738   258.394
17.271   251.739
18.0783   245.34
18.8964   239.177
19.7264   233.236
20.5689   227.501
21.4248   221.959
22.2949   216.601
23.1801   211.415
24.0811   206.391
24.8824   201.522
+KVIDZALine
ID:Z=2 A=3
2	3
30
0.321674   1219.45
4.01817   1104.35
6.97678   1023.91
9.40512   964.498
11.5658   916.119
13.5633   874.821
15.4521   838.554
17.265   806.086
19.0239   776.617
20.7439   749.588
22.4363   724.594
24.1099   701.327
25.7717   679.549
27.4272   659.072
29.0812   639.745
30.7376   621.44
32.4001   604.055
34.0717   587.502
35.755   571.705
37.4527   556.599
39.167   542.129
40.9001   528.247
42.6539   514.91
44.4304   502.079
46.2312   489.721
48.0587   477.805
49.914   466.304
51.7987   455.194
53.7141   444.453
55.6625   434.061
+KVIDZALine
ID:Z=2 A=4
2	4
30
0.203875   1378.47
4.27496   1253.41
7.59775   1163.52
10.3395   1096.7
12.7855   1042.12
15.0505   995.428
17.1948   954.355
19.2548   917.539
21.2548   884.088
23.2118   853.378
25.1383   824.958
27.0444   798.483
28.9376   773.688
30.8245   750.361
32.7102   728.332
34.5994   707.459
36.4959   687.625
38.4033   668.733
40.3247   650.697
42.2631   633.443
44.2208   616.912
46.2004   601.046
48.2046   585.798
